GENE	SRR1566088	SRR1566089	SRR1566090	SRR1566091	SRR1566092	SRR1566093	SRR1566094	SRR1566095	SRR1566097	SRR1566096	SRR1566098	SRR1566099	SRR1566100	SRR1566101
ENSG00000117505.12	176874	130335	149231	83285	133057	207737	143205	82895	208399	145540	169909	169486	129837	158563
ENSG00000117507.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117519.15	4102	40400	16567	38711	3763	10636	6557	44963	5251	35073	166857	77305	2322	14464
ENSG00000117523.15	458504	434841	487357	255403	614080	407480	281152	117887	463058	422782	278094	262059	319838	221841
ENSG00000117525.13	1041	4821	15157	1558	14878	14234	1039	23881	8333	1868	2493	2315	2845	4912
ENSG00000117528.11	28828	27690	55068	35740	38364	34272	8371	25747	30275	30218	63419	54288	25860	85846
ENSG00000117533.14	30767	39986	44400	46447	20306	31166	21190	16721	46260	55370	43928	42942	24236	56523
ENSG00000117543.20	20222	22688	37514	69374	26534	39928	13453	7715	32107	59505	24055	43560	12983	40016
ENSG00000117560.7	1092	1556	0	208	1352	52	0	0	0	3112	884	624	1173	929
ENSG00000117569.18	76059	41294	165562	26923	71023	61575	47910	33942	111367	28942	35151	36514	62642	39081
ENSG00000117586.10	3424	994	6066	77257	832	1399	520	156	6532	22963	4784	2286	1970	9506
ENSG00000117592.8	281278	217880	227255	346175	308380	311921	182416	234584	243248	389283	547259	458847	271296	309099
ENSG00000117593.9	7148	8725	2696	24016	10285	11088	10356	23141	3495	39535	87155	88617	3909	41951
ENSG00000117594.9	104	156	0	364	0	0	51	0	0	780	832	759	0	1608
ENSG00000117595.10	1343	5223	312	2387	2776	1451	1144	0	1083	1196	7326	7197	1551	2228
ENSG00000117597.17	6731	4967	2444	33357	6648	6032	11533	0	3109	18703	26729	42105	8008	20504
ENSG00000117598.11	0	0	0	0	0	0	0	0	0	0	0	27	0	0
ENSG00000117600.12	0	0	0	0	0	0	0	0	0	1136	0	520	0	0
ENSG00000117601.13	258	0	0	103	0	104	0	0	0	0	52	676	156	676
ENSG00000117602.11	72707	38355	41584	21638	15731	69340	22287	11992	46526	55292	23839	12828	68638	49597
ENSG00000117614.9	332292	248504	373904	126347	248047	449205	161281	78140	375364	153306	131432	125155	238080	128631
ENSG00000117616.17	282188	223762	167048	247347	193354	142973	160647	114931	117438	282436	641934	339168	144552	416910
ENSG00000117620.13	34995	27458	28275	39399	32499	37203	12714	11578	21117	27046	32801	31491	33939	26387
ENSG00000117625.13	104119	73683	99934	93550	82497	131292	57274	72388	141362	87538	108482	93122	99310	79120
ENSG00000117632.21	190956	114857	56231	475014	230170	219453	70617	196827	37309	465068	563235	617400	59691	1137497
ENSG00000117640.17	32223	29221	55605	78494	26735	38738	29462	43407	55600	97594	50382	64371	42625	105810
ENSG00000117643.14	4292	5597	2860	1863	5297	5744	156	7020	2600	13060	4223	7233	9337	28816
ENSG00000117650.12	26009	27401	13035	4054	39653	28926	13298	44684	10155	34979	184045	106249	3696	38489
ENSG00000117676.13	190783	163318	155029	156994	110359	288109	76893	194416	334638	207951	256428	249989	177493	436877
ENSG00000117682.16	18080	15455	9385	27081	21012	23864	10423	13552	13159	37467	36296	40995	19230	45228
ENSG00000117691.9	50493	36115	34508	107644	42377	42231	37727	59606	27582	62149	69343	79086	38771	103435
ENSG00000117697.14	37321	20298	17574	45924	19330	33129	8731	34633	23417	59084	78083	85358	11511	82195
ENSG00000117707.15	0	0	104	0	0	0	0	20	39	0	0	0	0	0
ENSG00000117713.18	272527	163328	185775	195362	233715	290722	112463	116721	288284	308155	165227	244468	187664	231111
ENSG00000117724.12	114617	78608	42019	32227	153652	106748	49201	168129	16035	170499	949961	397171	18628	132159
ENSG00000117748.9	48605	58843	49163	87093	62376	57335	27571	71852	52504	117435	147824	191999	24572	161174
ENSG00000117751.17	73488	39315	43611	82316	53529	97683	28547	31593	78056	79741	119971	161088	64866	102074
ENSG00000117758.13	101002	77788	86854	26347	32669	116973	19218	30003	190366	37453	29413	37862	92588	61248
ENSG00000117791.15	305	3657	1445	22221	1951	1554	2188	15548	3274	1944	7209	7968	410	20399
ENSG00000117834.12	0	407	0	272	0	553	0	0	303	154	0	311	387	520
ENSG00000117859.18	103017	103433	99993	154285	151214	107087	50774	49906	111494	108469	107208	118593	61427	139237
ENSG00000117862.11	102463	57748	111292	135068	76750	112970	34351	48571	115096	94377	56947	104243	79106	178113
ENSG00000117868.15	158331	108380	105677	377950	108722	220660	74619	71235	172967	254779	135714	167410	172656	201111
ENSG00000117877.10	20697	16829	39782	55520	16414	26090	13765	19953	29222	53511	30938	57107	32360	60944
ENSG00000117899.10	34768	16673	18053	81052	10771	27262	7852	28357	37931	56497	51568	77475	21604	127216
ENSG00000117906.13	43349	31470	37633	67890	39034	32715	41993	31197	38824	73879	86229	87213	22934	58185
ENSG00000117971.11	52	154	0	0	0	0	0	0	0	0	0	69	0	0
ENSG00000117983.17	0	0	44	0	722	0	572	0	0	0	156	20	0	208
ENSG00000117984.13	673238	1162850	1927745	463278	1134544	2436221	401902	792712	4475572	557435	427769	1052966	1769423	2168692
ENSG00000118004.17	58	0	70	53	16	46	42	72	26	540	28	45	12	34
ENSG00000118007.12	103947	49912	60225	64592	56576	72694	27436	52626	44833	90033	157737	96801	39747	48338
ENSG00000118017.3	0	260	0	156	104	0	0	0	0	0	624	722	0	156
ENSG00000118046.14	105958	68873	130274	118253	120417	99256	202462	168088	90999	305739	518954	445941	77280	122118
ENSG00000118058.20	151551	142772	102616	207919	150077	182944	105327	45428	182789	254962	106661	135234	95259	69741
ENSG00000118094.11	52	156	0	832	468	0	416	728	1042	5443	254	3923	420	0
ENSG00000118096.7	2756	5821	6504	29234	8291	4581	5302	5436	3126	31561	10016	26865	1662	13545
ENSG00000118113.11	6515	11220	36447	1976	248167	3323	520	19209	54289	66178	5828	32318	12403	204
ENSG00000118137.9	1298	416	622	2487	1174	156	312	1560	104	364	51	156	364	1967
ENSG00000118156.12	0	52	0	260	0	260	0	0	1300	832	104	3168	0	1813
ENSG00000118160.13	46	185	0	9	312	120	1408	0	170	115	429	248	43	105
ENSG00000118162.13	9255	6857	13886	22398	9936	7643	14066	9747	6963	15471	25433	25741	5376	34006
ENSG00000118181.10	1438798	1009687	1290364	2244586	1274805	1355359	695386	660495	1166599	1249938	957523	1090339	933844	1256127
ENSG00000118193.11	29943	28218	4596	6498	51835	38414	9464	52867	16930	18191	90982	38753	6768	31749
ENSG00000118194.18	0	52	0	52	0	0	52	0	0	468	1476	3668	0	0
ENSG00000118197.13	27617	25380	32945	38700	28631	21362	15867	27192	23854	36441	25037	42759	32948	36233
ENSG00000118200.14	8047	2183	3586	296	725	1924	936	3013	3325	5448	4690	3795	17186	9402
ENSG00000118217.5	90221	68534	92773	77356	60975	95779	46506	52289	109158	102679	132133	137191	40721	101500
ENSG00000118231.4	2524	1829	3678	10761	4235	208	0	0	416	2776	770	5433	468	1842
ENSG00000118242.15	15363	3680	5654	26635	5089	3280	3964	5720	5863	16168	9828	14819	1094	5574
ENSG00000118245.2	0	0	0	0	0	0	0	0	0	0	88	0	0	0
ENSG00000118246.13	22871	19362	34484	31591	30742	34022	17820	15567	19912	50363	60587	76440	25808	43502
ENSG00000118257.16	8202	3444	4126	1631	2858	6536	52	4103	1423	7509	831	927	5695	3626
ENSG00000118260.14	83438	60448	77541	79884	45941	76702	24509	81127	72425	99679	158198	93128	56018	84523
ENSG00000118263.14	78014	75140	290049	101893	110595	204565	31562	42862	206028	55792	29766	34993	130144	54879
ENSG00000118271.9	6	0	0	0	0	0	0	0	0	0	0	0	0	208
ENSG00000118276.11	9560	7117	6171	80766	24484	7743	2244	0	5391	35629	7459	11142	2088	22192
ENSG00000118292.8	41049	19874	17494	46796	30713	44790	8290	8015	42934	44072	8154	20242	25691	39744
ENSG00000118298.10	7344	3013	4492	1185	3064	6490	2272	0	5499	1994	1150	1963	3526	581
ENSG00000118307.18	0	279	780	1871	0	0	1456	852	0	1756	151	416	52	610
ENSG00000118308.15	122594	80350	79685	92932	115319	96726	52696	31783	142130	81957	30800	35193	82829	84903
ENSG00000118322.12	0	0	0	0	0	0	0	0	260	0	0	0	0	0
ENSG00000118363.11	57123	44100	24405	55740	48821	43827	12773	44066	38397	64163	99276	90953	18658	108689
ENSG00000118369.12	15225	16394	22077	11339	4146	14732	7040	10105	18580	21473	9117	9363	11897	21567
ENSG00000118402.5	0	312	0	0	52	570	832	312	0	780	364	306	156	364
ENSG00000118407.14	362	155	416	1445	208	208	0	1456	0	0	312	484	154	743
ENSG00000118412.12	28030	9246	9234	35219	20305	21297	7331	46569	17125	53631	115295	91497	5745	61375
ENSG00000118418.14	53888	52490	90368	159703	46135	76384	28171	67847	59495	134029	41550	79653	71250	221642
ENSG00000118420.16	1654	2350	1975	6794	2730	260	2027	665	1039	3527	2447	12089	1233	2913
ENSG00000118432.12	465	0	572	156	52	364	1144	0	571	374	52	574	238	0
ENSG00000118434.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000118454.12	28311	16976	31614	23311	23799	27766	13446	23591	34140	41172	51312	38716	29300	30084
ENSG00000118473.21	416	2125	646	3184	940	1138	0	3936	0	4532	11973	4856	989	0
ENSG00000118482.11	236263	268454	261472	143986	283426	227163	142006	70869	320484	192665	180441	148566	128310	84847
ENSG00000118491.9	52	156	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000118492.16	0	312	728	0	0	0	0	0	0	0	0	572	52	252
ENSG00000118495.18	65982	39367	46296	117950	84185	74729	12199	20621	58208	136843	35004	61530	61150	134719
ENSG00000118496.4	46721	43483	45186	26556	86742	78031	42170	23658	50374	69215	334083	86510	27288	26113
ENSG00000118503.14	745651	761480	3463192	75793	1328928	2740551	384050	1144913	2341566	1619705	91254	697584	1085094	70415
ENSG00000118507.15	17507	14919	10738	27941	11713	28595	5554	17206	28854	25170	46865	36288	8483	20829
ENSG00000118508.4	125611	117450	155902	144293	172127	172313	33517	170022	200840	84932	48702	135468	127530	311070
ENSG00000118513.18	96862	114382	42628	446725	231984	68318	46694	51389	100142	296224	315429	273282	12362	114227
ENSG00000118514.13	1404	208	830	151	416	156	0	0	0	104	104	624	467	1034
ENSG00000118515.11	264952	160165	500227	38703	165771	369579	17913	782390	620189	136091	35304	170232	427300	176129
ENSG00000118518.15	19567	14723	49606	30518	13440	35071	5370	15680	38779	50225	30866	28713	18185	66052
ENSG00000118520.13	19182	27434	11338	9272	300987	13972	4576	29758	43519	52747	63865	60719	4699	3381
ENSG00000118523.5	3163	4407	0	104	1920	959	0	0	0	10633	572	1492	0	0
ENSG00000118526.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000118557.15	19074	14405	33108	12551	15318	13043	12532	13278	10753	22521	17144	17970	14292	22225
ENSG00000118564.14	238492	317215	295429	110154	272765	350061	82915	148782	421973	131265	132714	243144	319474	410846
ENSG00000118579.12	169946	87778	118282	168959	121366	158021	50335	46408	160285	140321	148948	133662	85353	179336
ENSG00000118596.11	22082	13758	13206	54210	11404	18165	6025	7252	20402	40016	13730	23499	10338	38953
ENSG00000118600.11	7193	6511	11911	32204	9435	9247	7064	4316	3640	24690	16684	25520	4987	19218
ENSG00000118620.12	38163	18531	16674	21786	34131	27984	18119	8993	45760	26196	26184	29960	21318	20535
ENSG00000118640.10	290529	201783	192668	485075	280391	406574	98846	208588	352739	326527	168931	304773	148517	656084
ENSG00000118655.4	33660	12892	7522	17346	15500	43678	5524	38154	20763	30840	83519	75953	5389	59705
ENSG00000118680.12	618520	297743	505706	388711	253090	513366	145720	232829	649583	391991	353013	416788	365415	600240
ENSG00000118689.14	214177	236428	235673	86580	220267	224537	100338	112884	299527	199989	483700	256902	240489	55395
ENSG00000118690.12	2458	3474	3320	7338	2365	4101	873	2184	3279	7352	5038	3753	4000	6142
ENSG00000118702.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000118705.16	330390	174284	215866	326942	182300	324796	160290	178736	287422	417276	402286	409893	247857	673124
ENSG00000118707.9	52181	28196	42539	100088	48210	51853	20478	15332	76384	78264	12305	34019	20848	67122
ENSG00000118729.11	0	104	0	0	0	849	0	0	0	1300	0	156	0	0
ENSG00000118733.16	0	0	0	1715	20	0	0	260	1142	1183	0	1415	52	0
ENSG00000118762.7	13063	16650	22468	77805	27940	19761	10806	22513	15529	57063	57146	46234	11070	49278
ENSG00000118777.10	5889	9417	3328	4241	9897	6352	1040	9723	1349	22943	72280	48000	1761	5233
ENSG00000118785.13	104	208	0	52	1300	1558	0	0	1908	2529	576	468	258	572
ENSG00000118804.8	1650	2649	1608	18283	18933	7248	2508	3690	5651	20333	3037	6025	704	9463
ENSG00000118816.9	717976	493978	578125	593053	817442	1022804	348295	284674	743411	495465	479250	568852	647782	578399
ENSG00000118849.9	0	1168	0	393	364	0	104	0	220	568	2942	2179	0	208
ENSG00000118855.18	100146	126962	215192	251998	147625	172977	44530	96078	215480	124185	150275	230429	157062	401077
ENSG00000118873.15	60115	53419	79173	57993	55817	62121	38993	37618	76542	73938	97725	87402	57859	61930
ENSG00000118894.14	3262	3668	3817	13343	4410	4922	624	4949	2232	19639	14598	25584	2368	26173
ENSG00000118898.15	24	156	0	104	0	572	0	2026	0	1196	52	445	246	0
ENSG00000118900.14	155971	105186	106841	62423	154379	124385	109594	86955	122241	155838	171374	146993	165547	119854
ENSG00000118903.6	0	67	52	120	104	122	50	0	43	0	0	0	52	82
ENSG00000118922.17	42590	26606	40340	32834	8494	12706	7386	1443	35363	57202	8242	9284	24662	25249
ENSG00000118939.17	27303	24979	11210	20962	24109	32102	16373	10055	23258	36001	38545	37963	15420	48648
ENSG00000118946.11	0	0	0	0	52	312	0	0	0	5665	0	104	41	0
ENSG00000118960.12	19041	26776	53276	30623	31349	45459	12442	19946	44613	36312	24994	49409	28389	71107
ENSG00000118961.14	3066	4411	5117	22660	4766	5729	3428	17390	4463	44581	33675	30342	2144	35959
ENSG00000118965.14	2744	14353	10647	50584	9861	1404	3655	3848	2068	23574	12319	12245	7404	10052
ENSG00000118971.7	123369	172723	99329	90895	210338	115573	62498	25668	73789	210052	44698	70907	99212	140009
ENSG00000118972.1	104	0	0	0	0	0	0	0	24	71	0	38	42	0
ENSG00000118976.5	8376	9251	7145	8033	16828	10149	7078	3432	10703	12261	9897	5356	6031	4002
ENSG00000118985.15	113653	70175	359623	16379	73506	71422	99773	79902	119188	167135	259231	177963	147964	30323
ENSG00000118990.5	475	1091	1886	0	1726	1921	468	3250	1327	184	0	104	1418	3412
ENSG00000118997.13	33	0	24	312	595	104	612	0	208	572	680	936	104	104
ENSG00000119004.15	13487	17089	18725	15109	15863	23517	8838	14940	15313	14633	22402	20681	20804	19123
ENSG00000119013.8	25611	24654	30101	46726	22070	33914	15711	42349	24949	67811	90579	109852	14630	83864
ENSG00000119041.10	40532	34754	73873	74711	43595	56079	34679	34382	44313	69891	111811	122811	37453	73807
ENSG00000119042.16	726	1042	830	416	1346	1753	4465	1484	1248	4142	7906	2670	206	5321
ENSG00000119048.7	255289	180228	230784	96537	205426	223186	76691	84022	231484	119865	310251	128968	98617	83067
ENSG00000119121.21	104	623	468	0	926	52	320	104	294	667	0	1162	91	52
ENSG00000119125.16	0	0	0	0	198	0	0	0	52	0	0	68	36	0
ENSG00000119138.4	223567	247045	1036393	281155	245139	472143	44369	103419	476910	149427	57794	237213	265372	45914
ENSG00000119139.17	29845	74876	57008	88557	60870	49379	24770	58205	104221	78784	127595	98547	41188	132592
ENSG00000119147.9	0	364	0	832	519	0	0	468	0	780	104	1507	0	152
ENSG00000119185.12	42969	29523	46075	96098	33902	38655	23905	47075	32031	92289	69268	79463	55042	118247
ENSG00000119203.13	41627	31346	49768	73592	51114	60442	23535	67565	35633	93978	117070	133186	25168	127884
ENSG00000119227.7	1191	2025	6892	24784	9566	1637	3224	3148	1493	9449	4350	2859	2846	22404
ENSG00000119231.10	53532	54445	38105	30493	51626	48097	36081	30923	38873	44296	71002	51083	53065	39093
ENSG00000119242.8	5908	11873	11715	42220	9097	936	6960	6504	15343	40745	5682	20363	5393	31563
ENSG00000119280.16	9811	19078	3706	23620	18128	17962	8452	25931	7258	20562	113492	83995	6843	20761
ENSG00000119283.15	51	0	0	208	52	0	520	1092	0	0	0	260	0	484
ENSG00000119285.10	152207	97647	116948	89647	82168	132484	61366	50553	132999	116991	145103	127736	110671	119905
ENSG00000119314.15	241182	204903	183366	221366	246204	398535	116841	116915	269638	260502	278877	266501	255852	249083
ENSG00000119318.12	233765	245078	226458	151221	235815	320485	136501	158306	258941	196150	340360	350305	238160	229804
ENSG00000119321.8	236716	153721	185496	63311	120059	245308	46545	141457	537052	129686	144826	190140	250529	391150
ENSG00000119326.14	49915	46612	11781	14910	63617	46315	20978	58454	18550	46334	160172	79903	22271	39167
ENSG00000119328.11	12382	10735	17262	23872	13405	14337	3941	11686	12991	32187	31957	34195	19419	31688
ENSG00000119333.11	37125	28847	34998	37932	31602	34858	56235	105784	4411	82701	178389	273264	6503	122060
ENSG00000119335.16	341098	260825	257485	443893	327672	479876	186169	161040	284152	502990	498959	449121	270164	460668
ENSG00000119383.19	61786	75223	67213	121956	74182	122364	73966	133979	91578	214829	217964	328244	51183	228851
ENSG00000119392.14	35038	28728	42164	64289	36301	48765	14671	47125	23525	77399	102518	105981	31936	103265
ENSG00000119396.10	193794	169968	232910	103356	224981	289646	136633	42994	239883	148228	123138	97897	181961	162161
ENSG00000119397.16	80811	85547	119089	131405	171365	78717	53570	58383	91330	178009	153939	144170	56424	140291
ENSG00000119401.10	3474	2494	2235	19964	1508	1560	156	2284	4295	7205	7067	11680	987	16248
ENSG00000119402.16	70457	70254	136174	74919	74540	104567	40781	52703	111849	108407	139019	119087	69574	109446
ENSG00000119403.13	103073	71851	88366	79265	154461	109759	35192	74359	81890	95840	98994	147452	53222	161887
ENSG00000119408.16	38748	27133	29179	69432	33378	118999	7367	15067	84888	42461	14780	19992	67283	77524
ENSG00000119411.10	8174	9127	4619	77149	30669	10282	52	14379	13456	45038	32796	32277	1870	9317
ENSG00000119414.11	205875	176892	213607	73852	131150	298866	81336	82449	247156	118842	197643	182788	214353	147518
ENSG00000119421.6	8044	9852	8670	30538	13522	7254	14183	23137	9669	54963	93551	106530	5604	65583
ENSG00000119431.9	13932	6855	8902	27167	12832	7573	2692	10411	14942	36669	47079	58336	5230	31470
ENSG00000119440.8	0	52	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119446.13	76897	73511	74731	40502	46765	89287	32626	35605	91051	50589	90688	99123	77318	42232
ENSG00000119457.7	5626	9838	4426	1196	13697	15042	2882	3215	19690	832	3558	6740	7020	43909
ENSG00000119471.14	16272	20850	22856	40645	22138	24314	11757	36105	15081	60532	133230	116046	14061	72040
ENSG00000119487.16	38677	64936	73938	93401	42984	86320	62785	44998	61181	157018	105248	147234	72048	119342
ENSG00000119508.17	286621	4204	68536	1186	10899	13330	5266	10474	10810	74995	1453	2107	52703	520
ENSG00000119509.12	13561	12040	14043	30059	15328	10574	3274	4497	11959	21369	14901	15488	6051	15332
ENSG00000119514.6	3653	5206	2710	28543	4009	4099	3010	1664	468	14879	6778	11398	1659	21964
ENSG00000119522.16	74906	115422	173918	49202	101740	131374	43942	62638	107770	90316	129314	119253	119975	123761
ENSG00000119523.9	66193	23629	68751	22393	26900	56323	15766	31061	83178	34580	23860	26279	41087	31107
ENSG00000119535.17	423117	1163932	1129325	964447	990693	909757	152201	782340	1449403	426906	155664	650243	1096235	1505441
ENSG00000119537.15	45975	20382	33102	78918	19475	67455	16143	8266	60792	35995	19611	39476	52819	55399
ENSG00000119541.9	85909	67797	59454	61055	62204	93428	30136	37512	95110	70196	48655	55451	82722	79718
ENSG00000119547.5	832	124	1504	226	208	0	60	0	0	988	2124	0	0	894
ENSG00000119559.15	7641	9689	9708	25096	8607	12944	10364	13187	14776	33596	29082	45731	5796	44352
ENSG00000119574.12	9909	6096	10188	14933	7181	12337	3671	2984	11532	9709	6821	18274	6443	21787
ENSG00000119596.17	130332	84909	77367	137760	119449	104697	78785	54568	111262	180369	152949	146791	80030	116144
ENSG00000119599.16	4972	10048	9650	18837	10711	6752	2140	7409	1292	16315	17070	18570	11072	12277
